Order ID,Order Date,Year-Month,CustomerName,Segment,Category,Sub-Category,Product,Quantity,Price,Amount,Discount,Profit,PaymentMode,Ship Mode,City,State,Postal Code,Region,Country
B-26598,2022-02-22,2022-02,James Carter,Corporate,Office Supplies,Paper,Paper Pack,11,239.64,2636.0,0.0,88.0,Debit Card,First Class,Columbus,Ohio,44221.0,East,United States
B-26643,2022-02-11,2022-02,John Williams,Consumer,Electronics,Electronic Games,Smartwatch,7,1049.14,7344.0,0.2,2251.0,Debit Card,Standard Class,Miami,Florida,32935.0,South,United States
B-26643,2022-02-11,2022-02,John Williams,Consumer,Office Supplies,Paper,Paper Pack,3,2435.33,7306.0,0.0,1547.0,COD,First Class,Miami,Florida,33068.0,South,United States
B-26643,2022-02-11,2022-02,John Williams,Consumer,Electronics,Printers,Printer,10,583.2,5832.0,0.0,2588.0,COD,Second Class,Miami,Florida,32712.0,South,United States
B-25992,2021-05-27,2021-05,Alicia Oneill,Corporate,Furniture,Tables,Table,8,1071.5,8572.0,0.0,2041.0,EMI,Standard Class,Springfield,Illinois,60441.0,Central,United States
B-25992,2023-07-05,2023-07,Rebecca Huff,Home Office,Furniture,Tables,Table,8,1071.5,8572.0,0.0,2041.0,EMI,Standard Class,Springfield,Illinois,60462.0,Central,United States
B-25992,2020-10-27,2020-10,Diana Scott,Consumer,Furniture,Tables,Table,8,1071.5,8572.0,0.0,2041.0,EMI,Same Day,San Diego,California,95207.0,West,United States
B-25992,2021-05-27,2021-05,Alicia Oneill,Consumer,Electronics,Printers,Printer,10,805.9,8059.0,0.0,1834.0,Credit Card,Standard Class,Springfield,Illinois,60035.0,Central,United States
B-25992,2023-07-05,2023-07,Rebecca Huff,Consumer,Electronics,Printers,Printer,10,805.9,8059.0,0.0,1834.0,Credit Card,Same Day,Springfield,Illinois,60653.0,Central,United States
B-25992,2020-10-27,2020-10,Diana Scott,Home Office,Electronics,Printers,Printer,10,805.9,8059.0,0.7,1834.0,Credit Card,First Class,San Diego,California,94086.0,West,United States
B-25532,2023-01-26,2023-01,Brian Young,Consumer,Furniture,Sofas,Sofa,13,281.62,3661.0,0.0,436.0,EMI,Second Class,Austin,Texas,78207.0,Central,United States
B-25564,2021-09-06,2021-09,Susan Wright,Home Office,Office Supplies,Paper,Paper Pack,8,306.38,2451.0,0.2,342.0,EMI,Same Day,Los Angeles,California,90712.0,West,United States
B-25564,2021-11-12,2021-11,Kayla Banks,Consumer,Office Supplies,Paper,Paper Pack,8,306.38,2451.0,0.2,342.0,EMI,Same Day,Cincinnati,Ohio,44134.0,East,United States
B-25564,2024-07-30,2024-07,Zachary Pierce,Consumer,Office Supplies,Paper,Paper Pack,8,306.38,2451.0,0.2,342.0,EMI,First Class,Houston,Texas,78415.0,Central,United States
B-26543,2022-03-15,2022-03,Nicolas Owen,Corporate,Furniture,Tables,Table,16,441.69,7067.0,0.2,1943.0,Credit Card,Standard Class,San Francisco,California,92236.0,West,United States
B-25976,2024-03-15,2024-03,Martha Carney,Corporate,Electronics,Electronic Games,Smartwatch,3,1435.67,4307.0,0.0,615.0,UPI,Second Class,New York City,New York,13440.0,East,United States
B-25976,2020-11-10,2020-11,Francisco Hicks,Corporate,Electronics,Electronic Games,Smartwatch,3,1435.67,4307.0,0.3,615.0,UPI,Standard Class,Springfield,Illinois,60067.0,Central,United States
B-25976,2024-03-15,2024-03,Martha Carney,Consumer,Furniture,Chairs,Chair,5,1138.8,5694.0,0.0,1134.0,EMI,Standard Class,New York City,New York,11757.0,East,United States
B-25976,2020-11-10,2020-11,Francisco Hicks,Corporate,Furniture,Chairs,Chair,5,1138.8,5694.0,0.0,1134.0,EMI,Standard Class,Springfield,Illinois,60543.0,Central,United States
B-25929,2022-07-23,2022-07,Matthew Parker,Consumer,Office Supplies,Binders,Binder,18,53.44,962.0,0.2,298.0,Credit Card,Second Class,Springfield,Illinois,60068.0,Central,United States
B-25497,2024-09-13,2024-09,Paul Bryant,Consumer,Furniture,Bookcases,Bookcase,14,213.93,2995.0,0.2,220.0,Credit Card,Second Class,Buffalo,New York,13601.0,East,United States
B-25497,2024-09-13,2024-09,Paul Bryant,Corporate,Office Supplies,Markers,Marker,5,409.4,2047.0,0.0,914.0,Debit Card,Standard Class,Buffalo,New York,11561.0,East,United States
B-26735,2022-01-25,2022-01,Bruce Dennis,Consumer,Electronics,Laptops,Laptop,6,346.33,2078.0,0.0,612.0,COD,First Class,Austin,Texas,79762.0,Central,United States
B-25036,2021-04-19,2021-04,Joseph Bates,Consumer,Electronics,Printers,Printer,3,912.33,2737.0,0.0,1253.0,EMI,First Class,New York City,New York,11572.0,East,United States
B-25971,2021-07-18,2021-07,Kelly Pacheco,Consumer,Office Supplies,Paper,Paper Pack,6,1365.67,8194.0,0.0,2881.0,Debit Card,Standard Class,Houston,Texas,75034.0,Central,United States
B-25441,2022-06-24,2022-06,Jeffrey Weber,Consumer,Furniture,Sofas,Sofa,16,619.62,9914.0,0.2,3858.0,Credit Card,Standard Class,Buffalo,New York,13021.0,East,United States
B-25441,2024-06-08,2024-06,Andrew Krueger,Home Office,Furniture,Sofas,Sofa,16,619.62,9914.0,0.0,3858.0,Credit Card,Standard Class,Rochester,New York,10801.0,East,United States
B-25441,2022-06-24,2022-06,Jeffrey Weber,Consumer,Office Supplies,Pens,Pen,7,781.43,5470.0,0.2,292.0,Debit Card,First Class,Buffalo,New York,11572.0,East,United States
B-25441,2024-06-08,2024-06,Andrew Krueger,Corporate,Office Supplies,Pens,Pen,7,781.43,5470.0,0.0,292.0,Debit Card,Standard Class,Rochester,New York,11561.0,East,United States
B-25441,2022-06-24,2022-06,Jeffrey Weber,Corporate,Furniture,Bookcases,Bookcase,17,88.0,1496.0,0.3,662.0,UPI,First Class,Buffalo,New York,11520.0,East,United States
B-25441,2024-06-08,2024-06,Andrew Krueger,Consumer,Furniture,Bookcases,Bookcase,17,88.0,1496.0,0.0,662.0,UPI,Standard Class,Rochester,New York,10801.0,East,United States
B-25823,2022-09-29,2022-09,Kathleen Cox,Consumer,Office Supplies,Paper,Paper Pack,9,358.67,3228.0,0.0,476.0,COD,Standard Class,New York City,New York,10035.0,East,United States
B-25363,2023-05-10,2023-05,Jamie Bradley,Corporate,Electronics,Laptops,Laptop,8,489.75,3918.0,0.2,749.0,Credit Card,First Class,San Diego,California,92627.0,West,United States
B-25363,2020-05-02,2020-05,Robert Martinez,Consumer,Electronics,Laptops,Laptop,8,489.75,3918.0,0.4,749.0,Credit Card,First Class,Houston,Texas,75056.0,Central,United States
B-26445,2021-04-12,2021-04,Christopher Rogers,Consumer,Furniture,Sofas,Sofa,15,661.4,9921.0,0.2,1451.0,EMI,Standard Class,Chicago,Illinois,60126.0,Central,United States
B-26724,2023-11-04,2023-11,Roberto Parrish,Corporate,Furniture,Chairs,Chair,1,9694.0,9694.0,0.2,4361.0,EMI,Standard Class,Springfield,Illinois,60126.0,Central,United States
B-25447,2020-05-04,2020-05,Amber Kennedy,Consumer,Office Supplies,Paper,Paper Pack,13,386.77,5028.0,0.0,1553.0,EMI,Standard Class,Tampa,Florida,33068.0,South,United States
B-26904,2023-09-10,2023-09,Maria Davis,Consumer,Office Supplies,Paper,Paper Pack,19,31.26,594.0,0.2,67.0,Debit Card,Same Day,Buffalo,New York,14304.0,East,United States
B-26904,2024-01-05,2024-01,Terry Gilbert,Home Office,Office Supplies,Paper,Paper Pack,19,31.26,594.0,0.2,67.0,Debit Card,Standard Class,Miami,Florida,33458.0,South,United States
B-26904,2024-05-08,2024-05,Devon Schmitt,Consumer,Office Supplies,Paper,Paper Pack,19,31.26,594.0,0.2,67.0,Debit Card,Standard Class,Austin,Texas,77536.0,Central,United States
B-26456,2024-03-30,2024-03,Robert Mosley,Consumer,Furniture,Tables,Table,11,541.27,5954.0,0.0,2618.0,COD,Standard Class,Cincinnati,Ohio,43017.0,East,United States
B-25435,2020-09-10,2020-09,Paul Scott,Home Office,Furniture,Bookcases,Bookcase,3,1172.67,3518.0,0.6,1051.0,UPI,First Class,San Francisco,California,93277.0,West,United States
B-25435,2020-09-10,2020-09,Paul Scott,Consumer,Electronics,Laptops,Laptop,8,519.62,4157.0,0.0,1874.0,EMI,Standard Class,San Francisco,California,90805.0,West,United States
B-26279,2020-07-12,2020-07,Kristin Alvarez,Corporate,Office Supplies,Markers,Marker,5,749.4,3747.0,0.3,410.0,Credit Card,Standard Class,Springfield,Illinois,61107.0,Central,United States
B-26279,2022-12-08,2022-12,Kevin Jackson,Consumer,Office Supplies,Markers,Marker,5,749.4,3747.0,0.6,410.0,Credit Card,Second Class,Buffalo,New York,12180.0,East,United States
B-26279,2024-03-27,2024-03,Mrs. Lauren Potter DDS,Corporate,Office Supplies,Markers,Marker,5,749.4,3747.0,0.0,410.0,Credit Card,Second Class,Columbus,Ohio,43229.0,East,United States
B-26279,2023-02-17,2023-02,Jason Brown,Consumer,Office Supplies,Markers,Marker,5,749.4,3747.0,0.0,410.0,Credit Card,Same Day,Chicago,Illinois,60089.0,Central,United States
B-26279,2021-07-21,2021-07,Jamie Santos,Home Office,Office Supplies,Markers,Marker,5,749.4,3747.0,0.3,410.0,Credit Card,Standard Class,Los Angeles,California,95037.0,West,United States
B-26279,2020-07-12,2020-07,Kristin Alvarez,Consumer,Office Supplies,Binders,Binder,4,798.5,3194.0,0.0,534.0,UPI,Second Class,Springfield,Illinois,60076.0,Central,United States
B-26279,2022-12-08,2022-12,Kevin Jackson,Corporate,Office Supplies,Binders,Binder,4,798.5,3194.0,0.4,534.0,UPI,Standard Class,Buffalo,New York,13021.0,East,United States
B-26279,2024-03-27,2024-03,Mrs. Lauren Potter DDS,Consumer,Office Supplies,Binders,Binder,4,798.5,3194.0,0.2,534.0,UPI,Standard Class,Columbus,Ohio,43130.0,East,United States
B-26279,2023-02-17,2023-02,Jason Brown,Consumer,Office Supplies,Binders,Binder,4,798.5,3194.0,0.2,534.0,UPI,Standard Class,Chicago,Illinois,60188.0,Central,United States
B-26279,2021-07-21,2021-07,Jamie Santos,Home Office,Office Supplies,Binders,Binder,4,798.5,3194.0,0.0,534.0,UPI,Standard Class,Los Angeles,California,93905.0,West,United States
B-25770,2022-10-30,2022-10,James Taylor,Consumer,Office Supplies,Binders,Binder,1,8548.0,8548.0,0.2,2305.0,COD,Standard Class,Tampa,Florida,33317.0,South,United States
B-25715,2020-12-31,2020-12,Alicia Vincent,Consumer,Furniture,Tables,Table,19,320.47,6089.0,0.0,139.0,Debit Card,Same Day,Cincinnati,Ohio,43130.0,East,United States
B-25715,2022-04-15,2022-04,Kenneth Adams,Consumer,Furniture,Tables,Table,19,320.47,6089.0,0.0,139.0,Debit Card,Standard Class,Cleveland,Ohio,45040.0,East,United States
B-25715,2023-04-05,2023-04,Shelby Browning,Corporate,Furniture,Tables,Table,19,320.47,6089.0,0.4,139.0,Debit Card,Standard Class,Chicago,Illinois,60423.0,Central,United States
B-25715,2020-12-31,2020-12,Alicia Vincent,Consumer,Furniture,Tables,Table,16,161.62,2586.0,0.2,800.0,UPI,Standard Class,Cincinnati,Ohio,44240.0,East,United States
B-25715,2022-04-15,2022-04,Kenneth Adams,Corporate,Furniture,Tables,Table,16,161.62,2586.0,0.7,800.0,UPI,Same Day,Cleveland,Ohio,45014.0,East,United States
B-25715,2023-04-05,2023-04,Shelby Browning,Corporate,Furniture,Tables,Table,16,161.62,2586.0,0.6,800.0,UPI,First Class,Chicago,Illinois,60623.0,Central,United States
B-25715,2020-12-31,2020-12,Alicia Vincent,Consumer,Office Supplies,Paper,Paper Pack,9,417.44,3757.0,0.0,1626.0,UPI,Standard Class,Cincinnati,Ohio,44240.0,East,United States
B-25715,2022-04-15,2022-04,Kenneth Adams,Consumer,Office Supplies,Paper,Paper Pack,9,417.44,3757.0,0.0,1626.0,UPI,Second Class,Cleveland,Ohio,45040.0,East,United States
B-25715,2023-04-05,2023-04,Shelby Browning,Consumer,Office Supplies,Paper,Paper Pack,9,417.44,3757.0,0.0,1626.0,UPI,Standard Class,Chicago,Illinois,60302.0,Central,United States
B-26961,2021-10-29,2021-10,Johnny Hill,Consumer,Furniture,Sofas,Sofa,5,1038.6,5193.0,0.0,2530.0,Debit Card,Same Day,San Diego,California,92804.0,West,United States
B-26961,2024-12-29,2024-12,Nicholas Tucker,Corporate,Furniture,Sofas,Sofa,5,1038.6,5193.0,0.2,2530.0,Debit Card,Standard Class,Miami,Florida,33021.0,South,United States
B-25902,2020-08-11,2020-08,Theresa Cline,Consumer,Electronics,Electronic Games,Smartwatch,3,2497.67,7493.0,0.2,96.0,UPI,Standard Class,Cleveland,Ohio,44105.0,East,United States
B-26321,2024-03-04,2024-03,Christine Wheeler,Corporate,Office Supplies,Markers,Marker,6,343.67,2062.0,0.7,848.0,Credit Card,Standard Class,Tampa,Florida,32114.0,South,United States
B-25612,2023-10-17,2023-10,Carlos Wells,Corporate,Electronics,Phones,Smartphone,1,7163.0,7163.0,0.0,1536.0,EMI,Standard Class,San Diego,California,92236.0,West,United States
B-25605,2023-07-28,2023-07,Randall Bell,Home Office,Electronics,Phones,Smartphone,6,671.0,4026.0,0.2,163.0,COD,First Class,New York City,New York,13440.0,East,United States
B-25810,2021-11-27,2021-11,Kendra Mckinney,Consumer,Furniture,Chairs,Chair,5,378.8,1894.0,0.2,275.0,Credit Card,Standard Class,Miami,Florida,33445.0,South,United States
B-25810,2021-11-27,2021-11,Kendra Mckinney,Consumer,Electronics,Electronic Games,Smartwatch,13,549.54,7144.0,0.2,192.0,Credit Card,Second Class,Miami,Florida,32114.0,South,United States
B-25935,2020-09-09,2020-09,Amanda Kim,Consumer,Electronics,Laptops,Laptop,15,232.13,3482.0,0.0,1554.0,Debit Card,Second Class,Columbus,Ohio,45011.0,East,United States
B-26245,2021-06-02,2021-06,Megan Morgan,Consumer,Office Supplies,Paper,Paper Pack,5,834.4,4172.0,0.0,235.0,EMI,Standard Class,Cleveland,Ohio,43017.0,East,United States
B-26245,2022-08-22,2022-08,Vincent Kramer,Corporate,Office Supplies,Paper,Paper Pack,5,834.4,4172.0,0.0,235.0,EMI,Standard Class,Orlando,Florida,33317.0,South,United States
B-26245,2024-04-16,2024-04,Raymond Bean,Consumer,Office Supplies,Paper,Paper Pack,5,834.4,4172.0,0.2,235.0,EMI,Second Class,Springfield,Illinois,60188.0,Central,United States
B-25346,2022-08-23,2022-08,Reginald Hebert,Consumer,Furniture,Sofas,Sofa,8,783.12,6265.0,0.0,155.0,COD,Standard Class,Cincinnati,Ohio,43229.0,East,United States
B-25346,2021-03-12,2021-03,Jeremy Vazquez,Home Office,Furniture,Sofas,Sofa,8,783.12,6265.0,0.0,155.0,COD,Standard Class,Cleveland,Ohio,45014.0,East,United States
B-25594,2024-06-26,2024-06,Michael Stewart,Consumer,Electronics,Electronic Games,Smartwatch,7,418.71,2931.0,0.0,212.0,Credit Card,Standard Class,Peoria,Illinois,60025.0,Central,United States
B-25594,2023-12-08,2023-12,Kevin Johnson,Corporate,Electronics,Electronic Games,Smartwatch,7,418.71,2931.0,0.2,212.0,Credit Card,Standard Class,Tampa,Florida,32725.0,South,United States
B-25471,2024-11-27,2024-11,Tara Hughes,Corporate,Furniture,Chairs,Chair,9,127.33,1146.0,0.0,188.0,Debit Card,Second Class,Tampa,Florida,33012.0,South,United States
B-25398,2022-01-10,2022-01,Sandra Perkins,Consumer,Electronics,Printers,Printer,13,708.85,9215.0,0.0,767.0,COD,Standard Class,Tampa,Florida,33024.0,South,United States
B-25398,2021-11-01,2021-11,Heather Bell,Home Office,Electronics,Printers,Printer,13,708.85,9215.0,0.0,767.0,COD,Standard Class,San Francisco,California,93309.0,West,United States
B-25999,2023-10-28,2023-10,Nancy Boyd,Consumer,Furniture,Chairs,Chair,1,7895.0,7895.0,0.0,1005.0,Credit Card,First Class,Cincinnati,Ohio,45011.0,East,United States
B-25999,2025-03-01,2025-03,Raymond Reyes,Corporate,Furniture,Chairs,Chair,1,7895.0,7895.0,0.0,1005.0,Credit Card,Standard Class,San Diego,California,91911.0,West,United States
B-25999,2023-10-28,2023-10,Nancy Boyd,Consumer,Office Supplies,Pens,Pen,8,342.5,2740.0,0.0,558.0,UPI,Standard Class,Cincinnati,Ohio,44221.0,East,United States
B-25999,2025-03-01,2025-03,Raymond Reyes,Corporate,Office Supplies,Pens,Pen,8,342.5,2740.0,0.4,558.0,UPI,First Class,San Diego,California,94122.0,West,United States
B-25159,2024-08-01,2024-08,Cassandra Jordan,Consumer,Office Supplies,Markers,Marker,16,333.62,5338.0,0.2,1354.0,UPI,Standard Class,Peoria,Illinois,61821.0,Central,United States
B-25159,2023-06-07,2023-06,Evelyn Harris,Corporate,Office Supplies,Markers,Marker,16,333.62,5338.0,0.2,1354.0,UPI,First Class,Buffalo,New York,13021.0,East,United States
B-25159,2024-10-21,2024-10,Shannon Maynard,Corporate,Office Supplies,Markers,Marker,16,333.62,5338.0,0.2,1354.0,UPI,Standard Class,Orlando,Florida,33433.0,South,United States
B-25159,2021-01-04,2021-01,Marie James,Consumer,Office Supplies,Markers,Marker,16,333.62,5338.0,0.0,1354.0,UPI,Standard Class,Buffalo,New York,11561.0,East,United States
B-25496,2022-04-19,2022-04,Maria Carroll,Consumer,Office Supplies,Pens,Pen,2,1547.5,3095.0,0.0,941.0,EMI,Standard Class,Cleveland,Ohio,44105.0,East,United States
B-25496,2022-08-11,2022-08,Jessica Sloan,Corporate,Office Supplies,Pens,Pen,2,1547.5,3095.0,0.2,941.0,EMI,Standard Class,Austin,Texas,75701.0,Central,United States
B-25401,2023-08-04,2023-08,Scott Craig,Home Office,Electronics,Printers,Printer,13,462.85,6017.0,0.0,2230.0,Debit Card,Second Class,Peoria,Illinois,61604.0,Central,United States
B-25707,2020-04-25,2020-04,Kaitlin Brown,Consumer,Office Supplies,Pens,Pen,2,2452.0,4904.0,0.32,469.0,Debit Card,Standard Class,Dallas,Texas,79109.0,Central,United States
B-25707,2020-04-25,2020-04,Kaitlin Brown,Consumer,Office Supplies,Binders,Binder,6,513.33,3080.0,0.0,737.0,UPI,Standard Class,Dallas,Texas,77581.0,Central,United States
B-26225,2024-12-14,2024-12,William Beck,Corporate,Electronics,Phones,Smartphone,2,996.0,1992.0,0.0,355.0,COD,Second Class,Tampa,Florida,33311.0,South,United States
B-25662,2022-07-25,2022-07,Eric Mason,Corporate,Furniture,Sofas,Sofa,17,314.47,5346.0,0.4,1246.0,EMI,Standard Class,Orlando,Florida,32503.0,South,United States
B-25662,2022-05-07,2022-05,Lisa Lowe,Consumer,Furniture,Sofas,Sofa,17,314.47,5346.0,0.8,1246.0,EMI,Standard Class,Miami,Florida,33407.0,South,United States
B-26752,2022-08-11,2022-08,Roy Miller,Home Office,Electronics,Printers,Printer,18,467.89,8422.0,0.8,893.0,Debit Card,Standard Class,San Francisco,California,93454.0,West,United States
B-26752,2022-08-12,2022-08,Christopher Espinoza,Consumer,Electronics,Printers,Printer,18,467.89,8422.0,0.0,893.0,Debit Card,Standard Class,Columbus,Ohio,45503.0,East,United States
B-26752,2022-08-11,2022-08,Roy Miller,Consumer,Furniture,Bookcases,Bookcase,8,763.12,6105.0,0.7,1447.0,Credit Card,Second Class,San Francisco,California,95928.0,West,United States
B-26752,2022-08-12,2022-08,Christopher Espinoza,Consumer,Furniture,Bookcases,Bookcase,8,763.12,6105.0,0.0,1447.0,Credit Card,Standard Class,Columbus,Ohio,45014.0,East,United States
B-25640,2023-08-21,2023-08,Claire Cole,Consumer,Office Supplies,Pens,Pen,9,74.44,670.0,0.6,85.0,EMI,Second Class,Houston,Texas,75023.0,Central,United States
B-25030,2022-09-12,2022-09,Eric Nunez,Corporate,Electronics,Laptops,Laptop,6,676.17,4057.0,0.2,1012.0,Credit Card,Standard Class,San Diego,California,94061.0,West,United States
B-25504,2023-08-20,2023-08,David Bell,Corporate,Office Supplies,Pens,Pen,10,817.8,8178.0,0.2,2462.0,UPI,Second Class,Los Angeles,California,93905.0,West,United States
B-26912,2020-12-27,2020-12,Patrick Hensley MD,Corporate,Furniture,Tables,Table,9,972.44,8752.0,0.2,1686.0,Debit Card,Standard Class,Cincinnati,Ohio,43130.0,East,United States
B-26912,2023-09-04,2023-09,John Cox,Corporate,Furniture,Tables,Table,9,972.44,8752.0,0.2,1686.0,Debit Card,Standard Class,Peoria,Illinois,60462.0,Central,United States
B-26912,2022-01-08,2022-01,Michelle Sullivan,Corporate,Furniture,Tables,Table,9,972.44,8752.0,0.2,1686.0,Debit Card,Standard Class,Chicago,Illinois,60653.0,Central,United States
B-25193,2023-06-05,2023-06,Angela Todd,Home Office,Electronics,Printers,Printer,16,560.88,8974.0,0.0,4441.0,EMI,First Class,New York City,New York,13501.0,East,United States
B-25106,2021-04-01,2021-04,Luke Saunders,Corporate,Electronics,Phones,Smartphone,16,568.12,9090.0,0.2,3098.0,Credit Card,Standard Class,Dallas,Texas,75080.0,Central,United States
B-25106,2024-05-28,2024-05,Dr. Jennifer Benton DVM,Consumer,Electronics,Phones,Smartphone,16,568.12,9090.0,0.2,3098.0,Credit Card,Second Class,Springfield,Illinois,60623.0,Central,United States
B-25106,2021-04-01,2021-04,Luke Saunders,Consumer,Electronics,Electronic Games,Smartwatch,11,77.36,851.0,0.0,356.0,Credit Card,First Class,Dallas,Texas,78521.0,Central,United States
B-25106,2024-05-28,2024-05,Dr. Jennifer Benton DVM,Consumer,Electronics,Electronic Games,Smartwatch,11,77.36,851.0,0.0,356.0,Credit Card,Standard Class,Springfield,Illinois,60462.0,Central,United States
B-26835,2023-03-09,2023-03,Keith Smith,Corporate,Electronics,Phones,Smartphone,3,1809.0,5427.0,0.2,728.0,UPI,Standard Class,Miami,Florida,34952.0,South,United States
B-25836,2022-07-28,2022-07,Danielle Mitchell,Consumer,Furniture,Bookcases,Bookcase,15,179.67,2695.0,0.0,914.0,Debit Card,Same Day,Peoria,Illinois,60505.0,Central,United States
B-25836,2021-06-17,2021-06,Jesus Hernandez,Consumer,Furniture,Bookcases,Bookcase,15,179.67,2695.0,0.2,914.0,Debit Card,Standard Class,Los Angeles,California,93030.0,West,United States
B-26661,2024-02-13,2024-02,Jason Norman,Home Office,Office Supplies,Pens,Pen,3,795.33,2386.0,0.0,999.0,COD,Standard Class,Miami,Florida,32114.0,South,United States
B-26317,2021-08-06,2021-08,Laura Poole,Home Office,Office Supplies,Pens,Pen,20,114.2,2284.0,0.8,149.0,Debit Card,Standard Class,Rochester,New York,12180.0,East,United States
B-26839,2022-05-01,2022-05,Sarah Wagner,Consumer,Electronics,Phones,Smartphone,8,754.25,6034.0,0.2,608.0,EMI,Second Class,Houston,Texas,77573.0,Central,United States
B-26839,2022-05-01,2022-05,Sarah Wagner,Consumer,Furniture,Bookcases,Bookcase,13,688.92,8956.0,0.2,3359.0,Credit Card,Standard Class,Houston,Texas,78664.0,Central,United States
B-25735,2024-03-11,2024-03,Bryan Baird,Consumer,Office Supplies,Markers,Marker,7,1017.43,7122.0,0.0,1982.0,EMI,First Class,Peoria,Illinois,60302.0,Central,United States
B-25387,2020-07-06,2020-07,Amy Thompson,Corporate,Office Supplies,Markers,Marker,5,1955.0,9775.0,0.0,4507.0,UPI,Standard Class,Cincinnati,Ohio,44134.0,East,United States
B-25192,2020-12-17,2020-12,Ashley Wright,Corporate,Furniture,Bookcases,Bookcase,13,254.54,3309.0,0.0,177.0,EMI,Standard Class,Cleveland,Ohio,44105.0,East,United States
B-26844,2022-08-30,2022-08,Michelle Lynch,Home Office,Electronics,Electronic Games,Smartwatch,14,297.36,4163.0,0.2,897.0,COD,Second Class,Springfield,Illinois,60068.0,Central,United States
B-26844,2025-02-27,2025-02,Ryan Hale,Home Office,Electronics,Electronic Games,Smartwatch,14,297.36,4163.0,0.0,897.0,COD,Standard Class,Cleveland,Ohio,44035.0,East,United States
B-26844,2021-06-05,2021-06,Marie Jefferson,Home Office,Electronics,Electronic Games,Smartwatch,14,297.36,4163.0,0.2,897.0,COD,Standard Class,Orlando,Florida,32303.0,South,United States
B-25236,2022-12-22,2022-12,Vanessa Smith,Consumer,Furniture,Sofas,Sofa,7,788.29,5518.0,0.0,867.0,UPI,Second Class,Houston,Texas,76903.0,Central,United States
B-25940,2025-01-25,2025-01,Ryan Foster,Home Office,Electronics,Phones,Smartphone,6,1261.0,7566.0,0.0,606.0,Debit Card,Standard Class,Columbus,Ohio,44035.0,East,United States
B-25940,2025-02-14,2025-02,David Lara,Corporate,Electronics,Phones,Smartphone,6,1261.0,7566.0,0.0,606.0,Debit Card,Standard Class,San Diego,California,93030.0,West,United States
B-26765,2023-01-06,2023-01,Jonathan Young,Consumer,Electronics,Printers,Printer,11,69.27,762.0,0.0,92.0,COD,Same Day,Springfield,Illinois,62301.0,Central,United States
B-26817,2020-10-11,2020-10,Debra Townsend,Corporate,Electronics,Laptops,Laptop,6,552.67,3316.0,0.0,126.0,COD,Standard Class,Cincinnati,Ohio,44107.0,East,United States
B-26522,2023-05-24,2023-05,John Thomas,Corporate,Furniture,Bookcases,Bookcase,9,666.0,5994.0,0.0,2826.0,EMI,Standard Class,San Francisco,California,92236.0,West,United States
B-26522,2024-03-12,2024-03,Bryan Anderson,Home Office,Furniture,Bookcases,Bookcase,9,666.0,5994.0,0.2,2826.0,EMI,Second Class,Los Angeles,California,90503.0,West,United States
B-26522,2024-03-17,2024-03,Sarah Miller,Corporate,Furniture,Bookcases,Bookcase,9,666.0,5994.0,0.2,2826.0,EMI,Standard Class,New York City,New York,10801.0,East,United States
B-25681,2022-05-17,2022-05,Robert Hill,Consumer,Electronics,Laptops,Laptop,19,202.84,3854.0,0.2,245.0,COD,Second Class,Columbus,Ohio,44240.0,East,United States
B-25382,2020-12-21,2020-12,Joshua Rojas,Consumer,Office Supplies,Markers,Marker,15,467.93,7019.0,0.2,2677.0,UPI,First Class,Miami,Florida,32503.0,South,United States
B-25944,2021-08-24,2021-08,Angelica Lewis,Consumer,Electronics,Laptops,Laptop,14,425.29,5954.0,0.2,2640.0,Credit Card,Second Class,New York City,New York,13440.0,East,United States
B-25944,2022-10-22,2022-10,Jessica Russell,Consumer,Electronics,Laptops,Laptop,14,425.29,5954.0,0.2,2640.0,Credit Card,Second Class,Dallas,Texas,77536.0,Central,United States
B-26980,2024-02-21,2024-02,Mary Johnson,Consumer,Furniture,Bookcases,Bookcase,5,1950.4,9752.0,0.2,3618.0,Debit Card,Second Class,Rochester,New York,11757.0,East,United States
B-26980,2022-10-31,2022-10,Joseph Knight,Corporate,Furniture,Bookcases,Bookcase,5,1950.4,9752.0,0.0,3618.0,Debit Card,Standard Class,Peoria,Illinois,61604.0,Central,United States
B-25780,2022-05-15,2022-05,Jessica Greene,Consumer,Electronics,Electronic Games,Smartwatch,15,355.67,5335.0,0.0,322.0,COD,Standard Class,New York City,New York,11520.0,East,United States
B-25964,2022-07-22,2022-07,Vincent Perez,Corporate,Electronics,Electronic Games,Smartwatch,20,72.7,1454.0,0.0,80.0,Credit Card,Standard Class,Rochester,New York,11757.0,East,United States
B-26767,2021-12-13,2021-12,Dennis Rivera,Consumer,Furniture,Bookcases,Bookcase,19,353.89,6724.0,0.0,1539.0,COD,Standard Class,San Francisco,California,95823.0,West,United States
B-26767,2021-06-03,2021-06,Nancy Keller,Consumer,Furniture,Bookcases,Bookcase,19,353.89,6724.0,0.7,1539.0,COD,Standard Class,Dallas,Texas,78521.0,Central,United States
B-25501,2025-02-24,2025-02,Michelle Anderson,Corporate,Office Supplies,Binders,Binder,4,2468.5,9874.0,0.3,3895.0,EMI,Standard Class,Cleveland,Ohio,43302.0,East,United States
B-26029,2023-02-02,2023-02,Anthony May,Consumer,Electronics,Phones,Smartphone,7,702.57,4918.0,0.2,1485.0,UPI,Standard Class,Tampa,Florida,33311.0,South,United States
